id,Folio ,Illustration title,Textual elements ,Initials ,Characters,Costume,Objects,Landscape,Architecture,Other
1,1r,3,,scene contained in blue M,2,,"bed, bedding, pillow",rose vine,,"historiated initial, gilt background, foliate frame around page"
