ID,Folio,Illustration title,Textual elements,Initials,Characters,Costume,Objects,Landscape,Architecture,Other
1,11r,51,,Initial L decorated with foliate ornament is beneath miniature,"2,4","Pink surcote and crown on Amors, blue surcote with pendant sleeves and liripipe hood on L'Amans","L'Amans holds a glove, Amors holds a bow, arrow in L'Amans' chest","Grass ground, tree between figures",,The figures stand within a barbed quatrefoil; patterned backgrounds; the miniature has a gilt outer frame with trifoliate tendrils
