ID,Folio,Illustration title,Textual elements,Initials,Characters,Costume,Objects,Landscape,Architecture,Other
1,1r,3,,"Initial M beneath miniature, with foliate ornament, on rectilinear ground",2,Nude torso,"Bed, red bed cover, pillow, headsheet, sheets",,,"L'Amans sleeps within a barbed quatrefoil against a blue and gold patterned background, the miniature has a square gilt outer frame decorated with foliate tendrils; left and right have rectilinear bars with heart-shaped and ivy leaf extenders"
