06000534.TIF,Sainte-Genevieve1127.misc.colorbar.tif
06000534.XML,Sainte-Genevieve1127.bnf.foliation.xml
79000001.TIF,Sainte-Genevieve1127.binding.frontcover.tif
79000002.TIF,Sainte-Genevieve1127.frontmatter.pastedown.tif
79000003.TIF,Sainte-Genevieve1127.001r.tif
79000004.TIF,Sainte-Genevieve1127.001v.tif
79000005.TIF,Sainte-Genevieve1127.002r.tif
79000006.TIF,Sainte-Genevieve1127.002v.tif
79000007.TIF,Sainte-Genevieve1127.003r.tif
79000008.TIF,Sainte-Genevieve1127.003v.tif
79000009.TIF,Sainte-Genevieve1127.004r.tif
79000010.TIF,Sainte-Genevieve1127.004v.tif
79000011.TIF,Sainte-Genevieve1127.005r.tif
79000012.TIF,Sainte-Genevieve1127.005v.tif
79000013.TIF,Sainte-Genevieve1127.006r.tif
79000014.TIF,Sainte-Genevieve1127.006v.tif
79000015.TIF,Sainte-Genevieve1127.007r.tif
79000016.TIF,Sainte-Genevieve1127.007v.tif
79000017.TIF,Sainte-Genevieve1127.008r.tif
79000018.TIF,Sainte-Genevieve1127.008v.tif
79000019.TIF,Sainte-Genevieve1127.009r.tif
79000020.TIF,Sainte-Genevieve1127.009v.tif
79000021.TIF,Sainte-Genevieve1127.010r.tif
79000022.TIF,Sainte-Genevieve1127.010v.tif
79000023.TIF,Sainte-Genevieve1127.011r.tif
79000024.TIF,Sainte-Genevieve1127.011v.tif
79000025.TIF,Sainte-Genevieve1127.012r.tif
79000026.TIF,Sainte-Genevieve1127.012v.tif
79000027.TIF,Sainte-Genevieve1127.013r.tif
79000028.TIF,Sainte-Genevieve1127.013v.tif
79000029.TIF,Sainte-Genevieve1127.014r.tif
79000030.TIF,Sainte-Genevieve1127.014v.tif
79000031.TIF,Sainte-Genevieve1127.015r.tif
79000032.TIF,Sainte-Genevieve1127.015v.tif
79000033.TIF,Sainte-Genevieve1127.016r.tif
79000034.TIF,Sainte-Genevieve1127.016v.tif
79000035.TIF,Sainte-Genevieve1127.017r.tif
79000036.TIF,Sainte-Genevieve1127.017v.tif
79000037.TIF,Sainte-Genevieve1127.018r.tif
