g1a,003r.a,1,003r.b,6,(SS57) Maintes gens dient que en songes,0,1
g1b,003r.b,7,003v.c,2,"(SS57) Le vintesime an de mon aage,",0,21
g1c,003v.c,3,003v.c,16,(SS57) Or vueil ce songe rimoier,0,31
g2a,003v.c,17,003v.d,18,"(SS57) Avis m'ere qu'il estoit mais,",0,45
g2b,003v.d,19,003v.d,34,"(SS57) Se vis et""e"" written over with darker ink avis en mon dormant",0,87
g2c,003v.d,35,004r.a,20,"(SS57) Jolis, et gais pleins de leesce,",0,103
g3a,004r.a,21,004r.a,30,"(SS57) Quant j'oy .i. pou avant alé,",0,129
g3b,004r.a,31,006v.d,27,"(SS57) Dedans le milieu vi Haïne,",0,139
g3b.1,004r.a,31,004r.b,8,"(SS57) Dedans le milieu vi Haïne,",0,139
g3b.2,004r.b,9,004r.b,12,(SS57) Un autre ymage d'autre taille,0,152
g3b.3,004r.b,13,004v.c,9,(SS57) Li ymage qui Vilannie,0,156
g3b.4,004v.c,10,004v.d,9,(SS57) Aprés fu pourtrait Convoitisse.,0,169
g3b.5,004v.d,10,005r.a,23,,0,195
g3b.6,005r.a,24,005v.c,11,"(SS57) Apres refu pourtraite Envie,",0,235
g3b.7,005v.c,12,005v.d,33,(SS57) Deles Envie auques pres iere,0,291
g3b.8,005v.d,34,006r.b,35,(SS57) Li vers ont la charongne ; li parant ont la terre.,0,339
g3b.9,006r.b,36,006v.d,5,"(SS57) Une image aprés escripte,",0,405
g3b.10,006v.d,6,006v.d,27,(SS57) Portraite estoit au derriere,0,439
g4a,006v.d,28,007r.a,33,(SS57) Les ymages bien avisay,0,461
g4b,007r.a,34,007r.b,20,"(SS57) Quant oï les oisiauxz chanter,",0,495
g4c,007r.b,21,007v.c,31,"(SS57) Le guichiet, qui estoit de charme,",0,522
g4d,007v.c,32,008r.a,17,(SS57) Tout conssi m'ot l'uis desfermé,0,573
g5a,008r.a,18,008r.b,29,"(SS57) Lors i entrai, sans dire mout",0,629
g5b,008r.b,30,008v.c,26,(SS57) Pour la grant delitableté,0,681
g5c,008v.c,27,008v.d,9,"(SS57) Desduit illeques s'esbatoit,",0,718
g5d,008v.d,10,009r.a,15,"(SS57) La vie que je sache au monde plus mondaine,",0,741
g5e,009r.a,16,009r.a,39,(SS57) La karole qui est plesent,0,775
