g1b,1r.a,20,1r.b,5,"(SS57) Le vintesime an de mon aage,",0,21
g1c,1r.b,6,1r.b,19,(SS57) Or vueil ce songe rimoier,0,31
g2a,1r.b,20,1v.c,21,"(SS57) Avis m'ere qu'il estoit mais,",0,45
g2b,1v.c,22,1v.c,37,"(SS57) Se vis et""e"" written over with darker ink avis en mon dormant",0,87
g2c,1v.c,38,1v.d,23,"(SS57) Jolis, et gais pleins de leesce,",0,103
g3a,1v.d,24,2r.a,5,"(SS57) Quant j'oy .i. pou avant alé,",0,129
g3b,2r.a,6,4v.c,33,"(SS57) Dedans le milieu vi Haïne,",0,139
g3b.1,2r.a,6,2r.a,18,"(SS57) Dedans le milieu vi Haïne,",0,139
g3b.2,2r.a,19,2r.a,22,(SS57) Un autre ymage d'autre taille,0,152
g3b.3,2r.a,23,2r.b,7,(SS57) Li ymage qui Vilannie,0,156
g3b.4,2r.b,8,2v.c,6,(SS57) Aprés fu pourtrait Convoitisse.,0,169
g3b.5,2v.c,7,2v.d,19,,0,195
g3b.6,2v.d,20,3r.b,9,"(SS57) Apres refu pourtraite Envie,",0,235
g3b.7,3r.b,10,3v.d,5,(SS57) Deles Envie auques pres iere,0,291
g3b.8,3v.d,6,4r.b,5,(SS57) Li vers ont la charongne ; li parant ont la terre.,0,339
g3b.9,4r.b,6,4v.c,11,"(SS57) Une image aprés escripte,",0,405
g3b.10,4v.c,12,4v.c,33,(SS57) Portraite estoit au derriere,0,439
g4a,4v.c,34,4v.d,28,(SS57) Les ymages bien avisay,0,461
g4b,4v.d,29,5r.a,16,"(SS57) Quant oï les oisiauxz chanter,",0,495
g4c,5r.a,17,5v.c,1,"(SS57) Le guichiet, qui estoit de charme,",0,522
g4d,5v.c,2,5v.c,57,(SS57) Tout conssi m'ot l'uis desfermé,0,573
g5a,5v.c,58,5v.d,17,"(SS57) Lors i entrai, sans dire mout",0,629
g5b,5v.d,18,6r.a,15,(SS57) Pour la grant delitableté,0,681
g5c,6r.a,16,6r.b,1,"(SS57) Desduit illeques s'esbatoit,",0,718
g5d,6r.b,2,6r.b,35,"(SS57) La vie que je sache au monde plus mondaine,",0,741
g5e,6r.b,36,6v.c,21,(SS57) La karole qui est plesent,0,775
g5f,6v.c,22,7r.a,19,(SS57) Desduis fu gens et drois et biaus:,0,799
g6a,7r.a,20,7r.b,20,(SS57) A lui se tint de l'autre part,0,863
g6b,7r.b,21,7v.c,12,(SS57) Amours avoit .i. jouvencel,0,904
g6c,7v.c,13,7v.d,23,(SS57) La meilleur et la plus nouvelle,0,935
g7a,7v.d,24,9v.d,5,(SS57) Or revendra a ma parole.,0,985
g7a.1,7v.d,28,8r.a,16,(SS57) Le Dieu d'Amours ce fu bien pris;,0,989
g7a.2,8r.a,17,8v.d,7,"(SS57) De les Biauté se tint richesse,",0,1017
g7a.2.a,8v.c,8,8v.d,7,(SS57) Richesce ot sus ces tressez sores,0,1085
g7a.3,8v.d,8,9r.a,33,"(SS57) Aprés fu Richesse assisse,",0,1125
