yates_thompson_ms_21_f001r.tif,YatesThompson21.001r.tif
yates_thompson_ms_21_f001v.tif,YatesThompson21.001v.tif
yates_thompson_ms_21_f002r.tif,YatesThompson21.002r.tif
yates_thompson_ms_21_f002v.tif,YatesThompson21.002v.tif
yates_thompson_ms_21_f003r.tif,YatesThompson21.003r.tif
yates_thompson_ms_21_f003v.tif,YatesThompson21.003v.tif
yates_thompson_ms_21_f004r.tif,YatesThompson21.004r.tif
yates_thompson_ms_21_f004v.tif,YatesThompson21.004v.tif
yates_thompson_ms_21_f005r.tif,YatesThompson21.005r.tif
yates_thompson_ms_21_f005v.tif,YatesThompson21.005v.tif
yates_thompson_ms_21_f006r.tif,YatesThompson21.006r.tif
yates_thompson_ms_21_f006v.tif,YatesThompson21.006v.tif
yates_thompson_ms_21_f007r.tif,YatesThompson21.007r.tif
yates_thompson_ms_21_f007v.tif,YatesThompson21.007v.tif
yates_thompson_ms_21_f008r.tif,YatesThompson21.008r.tif
yates_thompson_ms_21_f008v.tif,YatesThompson21.008v.tif
yates_thompson_ms_21_f009r.tif,YatesThompson21.009r.tif
yates_thompson_ms_21_f009v.tif,YatesThompson21.009v.tif
yates_thompson_ms_21_f010r.tif,YatesThompson21.010r.tif
yates_thompson_ms_21_f010v.tif,YatesThompson21.010v.tif
yates_thompson_ms_21_f011r.tif,YatesThompson21.011r.tif
yates_thompson_ms_21_f011v.tif,YatesThompson21.011v.tif
yates_thompson_ms_21_f012r.tif,YatesThompson21.012r.tif
yates_thompson_ms_21_f012v.tif,YatesThompson21.012v.tif
yates_thompson_ms_21_f013r.tif,YatesThompson21.013r.tif
yates_thompson_ms_21_f013v.tif,YatesThompson21.013v.tif
yates_thompson_ms_21_f014r.tif,YatesThompson21.014r.tif
yates_thompson_ms_21_f014v.tif,YatesThompson21.014v.tif
yates_thompson_ms_21_f015r.tif,YatesThompson21.015r.tif
yates_thompson_ms_21_f015v.tif,YatesThompson21.015v.tif
yates_thompson_ms_21_f016r.tif,YatesThompson21.016r.tif
yates_thompson_ms_21_f016v.tif,YatesThompson21.016v.tif
yates_thompson_ms_21_f017r.tif,YatesThompson21.017r.tif
yates_thompson_ms_21_f017v.tif,YatesThompson21.017v.tif
yates_thompson_ms_21_f018r.tif,YatesThompson21.018r.tif
yates_thompson_ms_21_f018v.tif,YatesThompson21.018v.tif
yates_thompson_ms_21_f019r.tif,YatesThompson21.019r.tif
yates_thompson_ms_21_f019v.tif,YatesThompson21.019v.tif
yates_thompson_ms_21_f020r.tif,YatesThompson21.020r.tif
yates_thompson_ms_21_f020v.tif,YatesThompson21.020v.tif
yates_thompson_ms_21_f021r.tif,YatesThompson21.021r.tif
yates_thompson_ms_21_f021v.tif,YatesThompson21.021v.tif
yates_thompson_ms_21_f022r.tif,YatesThompson21.022r.tif
yates_thompson_ms_21_f022v.tif,YatesThompson21.022v.tif
yates_thompson_ms_21_f023r.tif,YatesThompson21.023r.tif
yates_thompson_ms_21_f023v.tif,YatesThompson21.023v.tif
yates_thompson_ms_21_f024r.tif,YatesThompson21.024r.tif
yates_thompson_ms_21_f024v.tif,YatesThompson21.024v.tif
yates_thompson_ms_21_f025r.tif,YatesThompson21.025r.tif
yates_thompson_ms_21_f025v.tif,YatesThompson21.025v.tif
yates_thompson_ms_21_f026r.tif,YatesThompson21.026r.tif
yates_thompson_ms_21_f026v.tif,YatesThompson21.026v.tif
yates_thompson_ms_21_f027r.tif,YatesThompson21.027r.tif
yates_thompson_ms_21_f027v.tif,YatesThompson21.027v.tif
yates_thompson_ms_21_f028r.tif,YatesThompson21.028r.tif
yates_thompson_ms_21_f028v.tif,YatesThompson21.028v.tif
yates_thompson_ms_21_f029r.tif,YatesThompson21.029r.tif
yates_thompson_ms_21_f029v.tif,YatesThompson21.029v.tif
yates_thompson_ms_21_f030r.tif,YatesThompson21.030r.tif
yates_thompson_ms_21_f030v.tif,YatesThompson21.030v.tif
yates_thompson_ms_21_f031r.tif,YatesThompson21.031r.tif
yates_thompson_ms_21_f031v.tif,YatesThompson21.031v.tif
yates_thompson_ms_21_f032r.tif,YatesThompson21.032r.tif
yates_thompson_ms_21_f032v.tif,YatesThompson21.032v.tif
yates_thompson_ms_21_f033r.tif,YatesThompson21.033r.tif
yates_thompson_ms_21_f033v.tif,YatesThompson21.033v.tif
yates_thompson_ms_21_f034r.tif,YatesThompson21.034r.tif
yates_thompson_ms_21_f034v.tif,YatesThompson21.034v.tif
yates_thompson_ms_21_f035r.tif,YatesThompson21.035r.tif
yates_thompson_ms_21_f035v.tif,YatesThompson21.035v.tif
yates_thompson_ms_21_f036r.tif,YatesThompson21.036r.tif
yates_thompson_ms_21_f036v.tif,YatesThompson21.036v.tif
yates_thompson_ms_21_f037r.tif,YatesThompson21.037r.tif
yates_thompson_ms_21_f037v.tif,YatesThompson21.037v.tif
yates_thompson_ms_21_f038r.tif,YatesThompson21.038r.tif
