ID,Folio,Illustration title,Textual elements,Initials,Characters,Costume,Objects,Landscape,Architecture,Other
1,1r,3,,Initial with foliate infill on a rectilinear ground beneath 4 scenes,2,"Nude torso, bed cap","Canopied bed, bed covers, pillow, chair",,,"Scene together with 3 others on this folio, foliate bar borders with grotesques"
2,1r,4,,,2,Nude torso,"Canopied bed, bed covers, pillow, chair",,,Scene together with 3 others on this folio
3,1r,4,,,2,Long and loose blue robe,"Bench, jug and basin on stand, cloth on stand",,,Scene together with 3 others on this folio
4,1r,6,,,2,Long and loose blue robe,,"Grassy ground with flowers, trees, river",,Scene together with 3 others on this folio
5,7r,23,,,Dancing figures,Cote hardies on female figures,Sword,"Grassy ground, trees",,Pink and gold rectangular frame
6,7r,24,,,"2,19,musicians",Buttoned garments and hose on male figures,"Sword, trumpets, bagpipes","Grassy ground, trees",,Pink and gold rectangular frame
